state_name,state_name_slug,state_code,state_code_slug,class,bioguide,thomas,opensecrets,votesmart,fec,maplight,wikidata,google_entity_id,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,religion,openly_lgbtq,date_of_birth,entered_office,term_end,biography,phone,fax,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,website,contact_page,facebook_url,twitter_handle,twitter_url,photo_url
"Idaho","idaho","ID","id","II","R000584","1896","N00029441","2919",,,,,"senator","republican","James Risch","james-risch","James","E.","Risch",,"Jim","JIM RESH [Rhymes with mesh]","male","white-american","roman-catholic","no","1943-05-03","2009-01-03","2027-01-03","James Risch, a Senator from Idaho; born in Milwaukee, Wis., May 3, 1943; B.A., attended the University of Wisconsin, Milwaukee, 1961-1963; B.S. in Forestry, University of Idaho, 1965; J.D., University of Idaho College of Law, 1968; Ada County, Idaho, prosecuting attorney, 1970-1974; Idaho State Senator, 1974-1989 and 1995-2003, serving as majority leader (1976-1982), and as president pro tempore (1982-1989); lieutenant governor of Idaho, 2003-2006 and 2007-2009; governor of Idaho, 2006; elected as a Republican to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021.","202-224-2752","202-224-2573","38.892542","-77.007415","483 Russell Senate Office Building, Washington, DC 20510",,,"483 Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.risch.senate.gov","https://www.risch.senate.gov/public/index.cfm?p=Email","https://facebook.com/SenatorRisch","SenatorRisch","https://twitter.com/SenatorRisch","https://cdn.civil.services/us-senate/headshots/512x512/james-risch.jpg"
"Idaho","idaho","ID","id","III","C000880","250","N00006267","26830",,,,,"senator","republican","Mike Crapo","mike-crapo","Mike",,"Crapo",,,"MIKE CRAY-poh","male","white-american","mormon","no","1951-05-20","1999-01-03","2023-01-03","Michael Crapo, a Senator and a Representative from Idaho; born in Idaho Falls, Bonneville County, Idaho, May 20, 1951; graduated Idaho Falls High School 1969; B.A., Brigham Young University 1973; J.D., Harvard University School of Law 1977; admitted to the bar in 1977; law clerk to Judge James M. Carter, United States Court of Appeals, Ninth Circuit 1977-1978; practiced law in San Diego 1978-1979, and in Idaho Falls 1979-1992; vice chair, Bonneville County Republican Committee 1979-1981; vice chair, Legislative District 29 Republican Committee 1982-1984; Idaho State Senator 1985-1992; elected as a Republican to the One Hundred Third and to the two succeeding Congresses (January 3, 1993-January 3, 1999); was not a candidate for reelection to the U.S. House of Representatives, but was elected to the United States Senate in 1998; reelected in 2004 and again in 2010 for the term ending January 3, 2017.","202-224-6142","202-228-1375","38.892947","-77.075686","239 Dirksen Senate Office Building, Washington, DC 20510",,,"239 Dirksen Senate Office Building",,,"Washington","DC","20510","Building","http://www.crapo.senate.gov","https://www.crapo.senate.gov/contact/email.cfm","https://facebook.com/mikecrapo","MikeCrapo","https://twitter.com/MikeCrapo","https://cdn.civil.services/us-senate/headshots/512x512/mike-crapo.jpg"
"Illinois","illinois","IL","il","II","D000563","326","N00004981","26847",,,,,"senate-minority-whip","democrat","Richard Durbin","richard-durbin","Richard","J.","Durbin",,"Dick","DICK DER-buhn","male","white-american","roman-catholic","no","1944-11-21","1997-01-03","2027-01-03","Richard Durbin, a Senator and a Representative from Illinois; born in East St. Louis, St. Clair County, Ill., November 21, 1944; graduated from Assumption High School, East St. Louis 1962; B.S., Georgetown University School of Foreign Service Senate Office Building, Washington, DC 1966; intern in the office of Illinois Senator Paul Douglas during his senior year in College; J.D., Georgetown University Law Center 1969; admitted to the Illinois bar 1969, and commenced practice in Springfield; legal counsel to Illinois Lieutenant Governor Paul Simon 1969-1972; legal counsel, Illinois State Senate Judiciary Committee 1972-1982; Democratic nominee for lieutenant governor of Illinois 1978; associate professor, Southern Illinois University School of Medicine, Springfield 1978-1983; delegate, Democratic National Conventions 1984, 1988, 1992 and 1996; chairman of Illinois state delegation in 1996; elected as a Democrat to the Ninety-eighth and to the six succeeding Congresses (January 3, 1983-January 2, 1997); elected as a Democrat to the United States Senate in 1996; reelected in 2002, 2008, and again in 2014 for the term ending January 3, 2021; Democratic party whip (2005-).","202-224-2152","202-228-0400","38.892839","-77.004356","711 Hart Senate Office Building, Washington, DC 20510",,,"711 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.durbin.senate.gov","https://www.durbin.senate.gov/contact/","https://facebook.com/SenatorDurbin","SenatorDurbin","https://twitter.com/SenatorDurbin","https://cdn.civil.services/us-senate/headshots/512x512/richard-durbin.jpg"
"Illinois","illinois","IL","il","III","D000622","2123","N00027860","57442",,,,,"senator","democrat","Tammy Duckworth","tammy-duckworth","Tammy",,"Duckworth",,,"TAM-ee DUCK-werth","female","asian-american","deist","no","1968-03-12","2017-01-03","2023-01-03","Tammy Duckworth, a Senator and a Representative from Illinois; born in Bangkok, Thailand, March 12, 1968; graduated from President William McKinley High School, Honolulu, Hawaii, 1985; B.A., University of Hawaii, Manoa, Hawaii, 1989; M.A., The George Washington University, Washington, D.C., 1992; attended Northern Illinois University, DeKalb, Ill.; Illinois Army National Guard, 1996-present; unsuccessful candidate for election to the United States House of Representatives in 2006; director, Ill. department of veterans' affairs, 2006-2009; assistant secretary, United States Department of Veterans' Affairs, 2009-2011; delegate to the Democratic National Convention, 2012; elected as a Democrat to the One Hundred Thirteenth Congress and to the succeeding Congress (January 3, 2013-January 3, 2017); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023.","202-224-2854","202-228-0618","38.892839","-77.004356","524 Hart Senate Office Building, Washington, DC 20510",,,"524 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.duckworth.senate.gov","https://www.duckworth.senate.gov/content/contact-senator","https://facebook.com/CongresswomanTammyDuckworth","RepDuckworth","https://twitter.com/RepDuckworth","https://cdn.civil.services/us-senate/headshots/512x512/tammy-duckworth.jpg"
"Indiana","indiana","IN","in","I","B001310",,"N00041731","148564","S8IN00171",,"Q42804470",,"senator","republican","Mike Braun","mike-braun","Mike",,"Braun",,,"MYK BRA-un","male","white-american","unspecified","no","1954-03-24","2019-01-03","2025-01-03","Mike Braun is a Republican member of the U.S. Senate from Indiana. Braun was elected to the office on November 6, 2018.","202-224-4814",,"38.892542","-77.007415","B85 Russell Senate Office Building Washington DC 20510",,,"B85 Russell Senate Office Building Washington DC 20510",,,"Washington","DC","20510","Building","https://www.braun.senate.gov/","https://www.braun.senate.gov/","https://facebook.com/SenatorBraun","SenatorBraun","https://twitter.com/SenatorBraun","https://cdn.civil.services/us-senate/headshots/512x512/mike-braun.jpg"
"Indiana","indiana","IN","in","III","Y000064","2019","N00030670","120345",,,,,"senator","republican","Todd Young","todd-young","Todd",,"Young",,,"TAHD YUHNG","male","white-american","christian","no","1972-08-24","2017-01-03","2023-01-03","Todd Young, a Senator and a Representative from Indiana; born in Lancaster, Lancaster County, Pa., August 24, 1972; graduated from Carmel High School, Carmel, Ind., 1990; B.S., United States Naval Academy, Annapolis, Md., 1995; M.B.A., University of Chicago, Chicago, Ill., 2000; M.A., University of London, London, England, 2001; J.D., Robert H. McKinney School of Law, Indiana University, Indianapolis, Ind., 2006; United States Navy, 1990-1991; United States Marine Corps, 1995-2000; staff, United States Senator Richard Lugar of Indiana, 2001-2003; Orange County, Ind., deputy prosecutor, 2007-2010; consultant; lawyer, private practice; elected as a Republican to the One Hundred Twelfth and to the two succeeding Congresses (January 3, 2011-January 3, 2017); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2016 for the term ending January 3, 2023.","202-224-5623",,"38.892542","-77.007415","B33 Russell Senate Office Building, Washington, DC 20510",,,"B33 Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.young.senate.gov","https://www.young.senate.gov/content/contact-senator","https://facebook.com/ToddYoungIndiana","ToddYoungIN","https://twitter.com/ToddYoungIN","https://cdn.civil.services/us-senate/headshots/512x512/todd-young.jpg"
"Kansas","kansas","KS","ks","III","M000934","1507","N00005282","542",,,,,"senator","republican","Jerry Moran","jerry-moran","Jerry",,"Moran",,,"JAIR-ee more-ANN","male","white-american","methodist","no","1954-05-29","2011-01-03","2023-01-03","Jerry Moran, a Senator and a Representative from Kansas; born in Great Bend, Barton County, Kans., May 29, 1954; attended Plainville High School, Plainville, Kans.; graduated University of Kansas, Lawrence, Kans., B.S., 1976; graduated Kansas University School of Law, Lawrence, Kans., J.D., 1981; M.B.A. candidate, Fort Hays State University, Hays, Kans.; bank officer; instructor, Fort Hays State University, Hays, Kans.; member of the Kansas state senate 1989-1997, serving as vice president 1993-1995, majority leader 1995-1997; Kansas state special assistant attorney general 1982-1985; deputy attorney, Rooks County, Kans. 1987-1995; University of Kansas School of Law, Lawrence, Kans., board of governors, serving as vice president 1993-1994, and as President 1994-1995; board of directors, Kansas chamber of commerce and industry 1996-1997; elected as a Republican to the One Hundred Fifth Congress and to the six succeeding Congresses (January 3, 1997-January 3, 2011); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017; chair, National Republican Senatorial Committee (2012-2014).","202-224-6521","202-228-6966","38.892947","-77.075686","521 Dirksen Senate Office Building, Washington, DC 20510",,,"521 Dirksen Senate Office Building",,,"Washington","DC","20510","Building","http://www.moran.senate.gov","https://www.moran.senate.gov/public/index.cfm/e-mail-jerry","https://facebook.com/jerrymoran","JerryMoran","https://twitter.com/JerryMoran","https://cdn.civil.services/us-senate/headshots/512x512/jerry-moran.jpg"
"Kansas","kansas","KS","ks","II","M001198",,"N00037034","172080","S0KS00315",,,,"senator","republican","Roger Marshall","roger-marshall","Roger","W.","Marshall",,,"roh-gehr maw-shul","male","white-american","unspecified","no","1960-08-09","2021-01-03","2027-01-03","Senator Marshall is a former Congressman for Kansas’ Big 1st District, a physician, devoted father, grandfather, and husband. As a 5th generation farm kid growing up in Butler County, Dr. Marshall became the first in his family to attend college.","202-224-4774",,"38.892839","-77.004356","B33 Russell Senate Office Building Washington DC 20510",,,"B33 Russell Senate Office Building Washington DC 20510",,,"Washington","DC","20510","Building","https://www.marshall.senate.gov","https://www.marshall.senate.gov",,"SenatorMarshall","https://twitter.com/SenatorMarshall","https://cdn.civil.services/us-senate/headshots/512x512/roger-marshall.jpg"
"Kentucky","kentucky","KY","ky","II","M000355","1395","N00003389","53298",,,,,"senate-majority-leader","republican","Mitch McConnell","mitch-mcconnell","Mitch",,"McConnell",,,"MITCH muh-KAH-nuhl","male","white-american","southern-baptist","no","1942-02-20","1985-01-03","2027-01-03","Mitch McConnell, a Senator from Kentucky; born in Tuscumbia, Colbert County, Ala., February 20, 1942; attended Louisville, Ky. public schools; graduated, University of Louisville 1964; graduated, University of Kentucky Law School, Lexington 1967; admitted to the Kentucky bar in 1967; legislative assistant to Senator Marlow Cook 1968-1970; Deputy Assistant United States Attorney for Legislative Affairs 1974-1975; Acting Assistant Attorney General 1975; elected judge-executive of Jefferson County, Ky., 1978-1985; elected as a Republican to the United States Senate in 1984; reelected in 1990, 1996, 2002, 2008, and again in 2014 for the term ending January 3, 2021; Republican party whip (2003-2007); minority leader (2007-2015); majority leader (2015-); chair, Select Committee on Ethics (One Hundred Fourth Congress), National Republican Senatorial Campaign Committee (One Hundred Fifth through One Hundred Sixth Congresses), Committee on Rules and Administration (One Hundred Sixth Congress, One Hundred Seventh Congress [January 20, 2001-June 6, 2001]).","202-224-2541","202-224-2499","38.892542","-77.007415","317 Russell Senate Office Building, Washington, DC 20510",,,"317 Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.mcconnell.senate.gov","https://www.mcconnell.senate.gov/public/index.cfm?p=contact","https://facebook.com/McConnellForSenate","McConnellPress","https://twitter.com/McConnellPress","https://cdn.civil.services/us-senate/headshots/512x512/mitch-mcconnell.jpg"
"Kentucky","kentucky","KY","ky","III","P000603","2082","N00030836","117285",,,,,"senator","republican","Rand Paul","rand-paul","Rand",,"Paul",,,"RANND PAWL","male","white-american","presbyterian","no","1963-01-07","2011-01-03","2023-01-03","Rand Paul (son of Ronald Ernest Paul), a Senator from Kentucky; born in Pittsburgh, Pa., January 7, 1963; attended Baylor University, 1981-1984; graduated Duke University, M.D., 1988; ophthalmologist; elected as a Republican to the United States Senate for the term ending January 3, 2017.","202-224-4343",,"38.892542","-77.007415","167 Russell Senate Office Building, Washington, DC 20510",,,"167 Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.paul.senate.gov","https://www.paul.senate.gov/connect/email-rand","https://facebook.com/SenatorRandPaul","RandPaul","https://twitter.com/RandPaul","https://cdn.civil.services/us-senate/headshots/512x512/rand-paul.jpg"
"Louisiana","louisiana","LA","la","II","C001075","1925","N00030245","69494",,,,,"senator","republican","Bill Cassidy","bill-cassidy","Bill",,"Cassidy",,,"BILL CASS-ih-dee","male","white-american","christian","no","1957-09-28","2015-01-03","2027-01-03","Bill Cassidy, a Senator and a Representative from Louisiana; born in Highland Park, Lake County, Ill., September 28, 1957; B.S., Louisiana State University, Baton Rouge, La., 1979; M.D., Louisiana State University Medical School, New Orleans, La., 1983; physician; member of the Louisiana state senate, 2006-2008; elected as a Republican to the One Hundred Eleventh and to the two succeeding Congresses (January 3, 2009-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021.","202-224-5824","202-224-9735","38.892839","-77.004356","703 Hart Senate Office Building, Washington, DC 20510",,,"703 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.cassidy.senate.gov","https://www.cassidy.senate.gov/contact","https://facebook.com/billcassidy","SenatorCassidy","https://twitter.com/SenatorCassidy","https://cdn.civil.services/us-senate/headshots/512x512/bill-cassidy.jpg"
"Louisiana","louisiana","LA","la","III","K000393",,"N00026823","35496",,,,,"senator","republican","John Kennedy","john-kennedy","John","Neely","Kennedy",,,"JAHN KEN-uh-dee","male","white-american","methodist","no","1951-11-21","2017-01-03","2023-01-03","John Kennedy, a Senator from Louisiana; born in Centreville, Miss., November 21, 1951; B.A., Vanderbilt University, 1973; J.D., University of Virginia School of Law, 1977; B.C.L., Oxford University, Oxford, England, 1979; lawyer; special counsel to Louisiana Governor Buddy Roemer; secretary to Governor Roemer's Cabinet; Secretary of the state Department of Revenue in the Cabinet of Louisiana Governor Mike Foster 1996-1999; Louisiana state Treasurer 1999-2016; elected as a Republican to the United States Senate in 2016 for the term ending January 3, 2023.","202-224-4623",,"38.892839","-77.004356","SRB11 Russell Senate Office Building, Washington, DC 20510",,,"SRB11 Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.kennedy.senate.gov","https://www.kennedy.senate.gov/content/contact-senator","https://facebook.com/JohnKennedyLouisiana","JohnKennedyLA","https://twitter.com/JohnKennedyLA","https://cdn.civil.services/us-senate/headshots/512x512/john-kennedy.jpg"
"Massachusetts","massachusetts","MA","ma","II","M000133","735","N00000270","26900",,,,,"senator","democrat","Edward Markey","edward-markey","Edward","J.","Markey",,"Ed","ED MAR-kee","male","white-american","roman-catholic","no","1946-11-11","2013-07-16","2027-01-03","Edward Markey, a Senator and a Representative from Massachusetts; born in Malden, Middlesex County, Mass., July 11, 1946; attended Immaculate Conception Grammar School, Malden, Mass.; graduated from Malden Catholic High School, Malden, Mass., 1964; B.A., Boston College, Chestnut Hill, Mass., 1968; J.D., Boston College Law School, Chestnut Hill, Mass., 1972; lawyer, private practice; United States Army Reserve, 1968-1973; member of the Massachusetts state house of representatives, 1973-1976; elected as a Democrat to the Ninety-fourth Congress, by special election to fill the vacancy caused by the death of United States Representative Torbert H. Macdonald; reelected to the nineteen succeeding Congresses, and served from November 2, 1976, to July 15, 2013, when he resigned to become a U.S. Senator; elected as a Democrat to the U.S. Senate in a special election on June 25, 2013, to fill the vacancy caused by the resignation of John F. Kerry, a seat subsequently held by appointed Senator William Cowan, and took the oath of office on July 16, 2013; reelected in 2014 for the term ending January 3, 2021.","202-224-2742",,"38.892947","-77.075686","255 Dirksen Senate Office Building, Washington, DC 20510",,,"255 Dirksen Senate Office Building",,,"Washington","DC","20510","Building","http://www.markey.senate.gov","https://www.markey.senate.gov/contact","https://facebook.com/EdJMarkey","SenMarkey","https://twitter.com/SenMarkey","https://cdn.civil.services/us-senate/headshots/512x512/edward-markey.jpg"
"Massachusetts","massachusetts","MA","ma","I","W000817","2182","N00033492","141272",,,,,"senator","democrat","Elizabeth Warren","elizabeth-warren","Elizabeth",,"Warren",,,"uh-LIZ-uh-bith WAR-en","female","white-american","methodist","no","1949-06-22","2013-01-03","2019-01-03","Elizabeth Warren, a Senator from Massachusetts; born in Oklahoma City, Okla., June 22, 1949; attended George Washington University, 1966-1968; graduated University of Houston, B.S., 1970; graduated Rutgers University, J.D., 1976; elementary school teacher; lawyer; law professor; bankruptcy analyst; Chair, Congressional Oversight Panel for the Troubled Asset Relief Program 2008-2010; special assistant to President Barack Obama for the Consumer Financial Protection Bureau 2010-2011; elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019.","202-224-4543",,"38.892839","-77.004356","317 Hart Senate Office Building, Washington, DC 20510",,,"317 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.warren.senate.gov","https://www.warren.senate.gov/?p=email_senator","https://facebook.com/senatorelizabethwarren","SenWarren","https://twitter.com/SenWarren","https://cdn.civil.services/us-senate/headshots/512x512/elizabeth-warren.jpg"
"Maryland","maryland","MD","md","I","C000141","174","N00001955","26888",,,,,"senator","democrat","Benjamin Cardin","benjamin-cardin","Benjamin",,"Cardin",,"Ben","BEHN KAHR-dn","male","white-american","jewish","no","1943-10-05","2007-01-03","2019-01-03","Benjamin Cardin, a Senator and a Representative from Maryland; born in Baltimore, Md., October 5, 1943; attended public schools; graduated from Baltimore City College, Baltimore, Md., 1961; B.A., University of Pittsburgh, Pittsburgh, Pa., 1964; J.D., University of Maryland, Baltimore, Md., 1967; lawyer, private practice; member of the Maryland state house of delegates, 1966-1986, speaker, 1979-1986; elected as a Democrat to the One Hundredth and to the nine succeeding Congresses (January 3, 1987-January 3, 2007); one of the managers appointed by the House of Representatives in 1989 to conduct the impeachment proceedings against Walter L. Nixon, judge of the United States District Court for the District Court of Mississippi; not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019.","202-224-4524","202-224-1651","38.892839","-77.004356","509 Hart Senate Office Building, Washington, DC 20510",,,"509 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.cardin.senate.gov","https://www.cardin.senate.gov/contact/","https://facebook.com/senatorbencardin","SenatorCardin","https://twitter.com/SenatorCardin","https://cdn.civil.services/us-senate/headshots/512x512/benjamin-cardin.jpg"
"Maryland","maryland","MD","md","III","V000128","1729","N00013820","6098",,,,,"senator","democrat","Chris Van Hollen","chris-van-hollen","Chris",,"Van Hollen",,,"KRISS vann HAH-lenn","male","white-american","episcopalian","no","1959-01-10","2017-01-03","2023-01-03","Christopher Van Hollen, a Senator and a Representative from Maryland; born in Karachi, Pakistan, January 10, 1959; B.A., Swarthmore College, Swarthmore, Pa., 1982; M.P.P., Harvard University, Cambridge, Mass., 1985; J.D., Georgetown University, Washington, D.C., 1990; lawyer, private practice; member of the Maryland state house of representatives, 1990-1994; member of the Maryland state senate, 1994-2002; elected as a Democrat to the One Hundred Eighth and to the six succeeding Congresses (January 3, 2003-January 3, 2017); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023.","202-224-4654","202-228-3398","38.892839","-77.004356","503 Hart Senate Office Building, Washington, DC 20510",,,"503 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.vanhollen.senate.gov","https://www.vanhollen.senate.gov/content/contact-senator","https://facebook.com/chrisvanhollen","ChrisVanHollen","https://twitter.com/ChrisVanHollen","https://cdn.civil.services/us-senate/headshots/512x512/chris-van-hollen.jpg"
"Maine","maine","ME","me","I","K000383","2185","N00034580","22381",,,,,"senator","independent","Angus King","angus-king","Angus","S.","King","Jr.",,"AYN-guhs KEENG","male","white-american","episcopalian","no","1944-03-31","2013-01-03","2019-01-03","Angus King, a Senator from Maine; born in Alexandria, Va., March 31, 1944; graduated Dartmouth College, B.A., 1966; graduated University of Virginia, J.D., 1969; lawyer; Counsel, U.S. Senate Subcommittee on Alcoholism and Narcotics; television program host and co-producer; company executive; energy conservation company owner; governor of Maine 1995-2003; elected as an Independent to the United States Senate in 2012 for the term ending January 3, 2019.","202-224-5344",,"38.892839","-77.004356","133 Hart Senate Office Building, Washington, DC 20510",,,"133 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.king.senate.gov","https://www.king.senate.gov/contact","https://facebook.com/SenatorAngusSKingJr","SenAngusKing","https://twitter.com/SenAngusKing","https://cdn.civil.services/us-senate/headshots/512x512/angus-king.jpg"
"Maine","maine","ME","me","II","C001035","1541","N00000491","379",,,,,"senator","republican","Susan Collins","susan-collins","Susan","M.","Collins",,,"SOO-zuhn KAH-lunz","female","white-american","roman-catholic","no","1952-12-07","1997-01-03","2027-01-03","Susan Collins, a Senator from Maine; born in Caribou, Aroostook County, Maine, December 7, 1952; graduated from St. Lawrence University, Canton, NY 1975; worked for United States Senator William S. Cohen 1975-1987, serving as staff director of the Senate Governmental Affairs Subcommittee on the Oversight of Government Management 1981-1987; commissioner of the Maine Department of Professional and Financial Regulation 1987-1992; New England regional director, United States Small Business Administration 1992; served as deputy state treasurer of Massachusetts, 1993; won an eight-way Republican primary to become the first woman nominated for governor of Maine in 1994, but lost general election; elected as a Republican to the United States Senate in 1996; reelected in 2002, 2008, and again in 2014 for the term ending January 3, 2021; chair, Committee on Governmental Affairs (One Hundred Eighth Congress), Committee on Homeland Security and Governmental Affairs (One Hundred Ninth Congress); Special Committee on Aging (One Hundred Fourteenth Congress).","202-224-2523","202-224-2693","38.892947","-77.075686","413 Dirksen Senate Office Building, Washington, DC 20510",,,"413 Dirksen Senate Office Building",,,"Washington","DC","20510","Building","http://www.collins.senate.gov","https://www.collins.senate.gov/contact","https://facebook.com/susancollins","senatorcollins","https://twitter.com/senatorcollins","https://cdn.civil.services/us-senate/headshots/512x512/susan-collins.jpg"
"Michigan","michigan","MI","mi","I","S000770","1531","N00004118","515",,,,,"senator","democrat","Debbie Stabenow","debbie-stabenow","Debbie",,"Stabenow",,,"DEH-bee STAB-en-oh","female","white-american","methodist","no","1950-04-29","2001-01-03","2019-01-03","Debbie Stabenow, a Senator and a Representative from Michigan; born in Gladwin, Mich., April 29, 1950; graduated, Clare High School; B.A., Michigan State University, East Lansing 1972; M.S.W. magna cum laude, Michigan State University, 1975; social worker; leadership training consultant; Ingham County commissioner 1975-1978; member, State house of representatives 1979-1990; member, State senate 1991-1994; elected as a Democrat to the One Hundred Fifth and One Hundred Sixth Congresses (January 3, 1997-January 3, 2001); was not a candidate for reelection to the House of Representatives in 2000, but was elected to the United States Senate for the term commencing January 3, 2001; reelected in 2006 and again in 2012 for the term ending January 3, 2019; Democratic Conference secretary (2005-2007); vice-chair, Democratic Policy and Communications Committee (2011-); chair, Committee on Agriculture, Nutrition, and Forestry (One Hundred Twelfth and One Hundred Thirteenth Congresses).","202-224-4822",,"38.892839","-77.004356","731 Hart Senate Office Building, Washington, DC 20510",,,"731 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.stabenow.senate.gov","https://www.stabenow.senate.gov/?p=contact","https://facebook.com/stabenow","SenStabenow","https://twitter.com/SenStabenow","https://cdn.civil.services/us-senate/headshots/512x512/debbie-stabenow.jpg"
"Michigan","michigan","MI","mi","II","P000595","1929","N00029277","8749",,,,,"senator","democrat","Gary Peters","gary-peters","Gary","C.","Peters",,,"GAIR-ee PEE-terz","male","white-american","episcopalian","no","1958-01-01","2015-01-03","2027-01-03","Gary Peters, a Senator and a Representative from Michigan; born in Pontiac, Oakland County, Mich., December 1, 1958; B.A., Alma College, Alma, Mich., 1980; M.B.A., Finance, University of Detroit, Detroit, Mich., 1984; J.D., Wayne State University, Detroit, Mich., 1989; M.A., Philosophy, Michigan State University, East Lansing, Mich., 2007; United States Navy Reserve, 1993-2000, 2001-2005; assistant vice president, Merrill Lynch, 1980-1989; vice president, UBS/Paine Webber, 1989-2003; Arbitrator, Financial Industry Regulatory Authority; instructor, Oakland University, Rochester, Mich., and Wayne State University, Detroit, Mich.; Professor, Central Michigan University; member, Rochester Hills, Mich., city council, 1991-1993; member of the Michigan state senate, 1995-2002; unsuccessful candidate for Michigan state attorney general in 2002; chief administrative officer for the Bureau of investments, state of Michigan, 2003; lottery commissioner, state of Michigan, 2003-2007; elected as a Democrat to the One Hundred Eleventh and to the two succeeding Congresses (January 3, 2009-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2014 for the term ending January 3, 2021.","202-224-6221",,"38.892839","-77.004356","724 Hart Senate Office Building, Washington, DC 20510",,,"724 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.peters.senate.gov","https://www.peters.senate.gov/contact/email-gary","https://facebook.com/SenGaryPeters","SenGaryPeters","https://twitter.com/SenGaryPeters","https://cdn.civil.services/us-senate/headshots/512x512/gary-peters.jpg"
"Minnesota","minnesota","MN","mn","II","S001203",,"N00042353","152968",,,,,"senator","democrat","Tina Smith","tina-smith","Tina","Flint","Smith",,,"TEE-nuh SMITH","female","white-american","unspecified","no","1958-03-04","2018-01-02","2019-01-03","Tina Smith, a Senator from Minnesota; born in Albuquerque, N.Mex., March 4, 1958; B.A., Stanford University, 1980; M.B.A., Dartmouth College, Tuck School of Business, 1984; marketing consultant and executive; chief of staff to Minneapolis mayor R.T. Rybak; chief of staff to Minnesota governor Mark Dayton; lieutenant governor of Minnesota 2015-2018; appointed as a Democrat to the United States Senate to fill the vacancy caused by the resignation of Al Franken, for the term ending January 3, 2021, and took the oath of office on January 3, 2018.","202-224-5641",,"38.892839","-77.004356","309 Hart Senate Office Building, Washington, DC 20510",,,"309 Hart Senate Office Building",,,"Washington","DC","20510","Building","https://www.smith.senate.gov/","https://www.smith.senate.gov/content/contact-senator","https://facebook.com/USSenTinaSmith","SenTinaSmith","https://twitter.com/SenTinaSmith","https://cdn.civil.services/us-senate/headshots/512x512/tina-smith.jpg"
"Minnesota","minnesota","MN","mn","I","K000367","1826","N00027500","65092",,,,,"senator","democrat","Amy Klobuchar","amy-klobuchar","Amy",,"Klobuchar",,,"AY-mee KLOH-buh-shar","female","white-american","congregationalist","no","1960-05-25","2007-01-03","2019-01-03","Amy Klobuchar, a Senator from Minnesota; born in Plymouth, Minn., May 25, 1960; attended the public schools in Plymouth; graduated magna cum laude Yale University 1982; J.D., University of Chicago 1985; practiced law in Minnesota, becoming partner at the law firms of Dorsey &amp; Whitney and Gray Plant Mooty; Hennepin County Attorney 1999-2006; elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019.","202-224-3244","202-228-2186","38.892839","-77.004356","302 Hart Senate Office Building, Washington, DC 20510",,,"302 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.klobuchar.senate.gov","https://www.klobuchar.senate.gov/public/index.cfm/email-amy","https://facebook.com/amyklobuchar","amyklobuchar","https://twitter.com/amyklobuchar","https://cdn.civil.services/us-senate/headshots/512x512/amy-klobuchar.jpg"
