state_name,state_name_slug,state_code,state_code_slug,district,at_large,vacant,bioguide,thomas,opensecrets,votesmart,fec,maplight,wikidata,google_entity_id,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,religion,openly_lgbtq,date_of_birth,entered_office,term_end,biography,phone,fax,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,website,contact_page,facebook_url,twitter_handle,twitter_url,photo_url
"California","california","CA","ca","50","false","false","I000056","1640","N00007017","16553","H0CA48024",,,,"representative","republican","Darrell Issa","darrell-issa","Darrell","E.","Issa",,,"dar-rell ih-suh","male","white-american","christian","no","1953-11-01","2021-01-03","2023-01-03","Before his first election to Congress, Issa served in the U.S. Army and attained the rank of captain. He founded Directed Electronics Inc., and he helped organize several political efforts, including the campaign to recall former California Gov. Gray Davis. Issa received a bachelor's degree from Siena Heights University.","202-225-5672",,"38.8863235","-77.011373","2300 Rayburn House Office Building Washington DC 20515-0550","2300",,"Rayburn",,,"House Office Building Washington","DC","20515",,"https://issa.house.gov","https://issa.house.gov/contact","https://facebook.com/HouseRepublicans","HouseGOP","https://twitter.com/HouseGOP","https://cdn.civil.services/us-house/headshots/512x512/darrell-issa.jpg"
"California","california","CA","ca","51","false","false","V000130","2112","N00007021","29100","H2CA50026","1746","Q3791701","kg:/m/076bp4","representative","democrat","Juan Vargas","juan-vargas","Juan",,"Vargas",,,"WAHN VAR-gus","male","hispanic-american","roman-catholic","no","1961-03-07","2013-01-03","2023-01-03","Juan Vargas, a Representative from California; born in National City, San Diego County, Calif., March 7, 1961; B.A., University of San Diego, San Diego, Calif., 1983; M.A., Fordham University, Bronx, N.Y., 1987; J.D., Harvard University, Cambridge, Mass., 1991; lawyer; business executive; member of the San Diego, Calif., city council, 1993-2000; member of the California state assembly, 2000-2006; member of the California state senate, 2010-2012; unsuccessful candidate for nomination to the One Hundred Third Congress in 1993, the One Hundred Fifth Congress in 1996, and the One Hundred Tenth Congress in 2006; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present).","202-225-8045","202-225-2772","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://vargas.house.gov","https://vargas.house.gov/contact","https://facebook.com/RepJuanVargas","RepJuanVargas","https://twitter.com/RepJuanVargas","https://cdn.civil.services/us-house/headshots/512x512/juan-vargas.jpg"
"California","california","CA","ca","52","false","false","P000608","2113","N00033591","70351","H2CA52089","1747","Q3791514","kg:/m/02rymxd","representative","democrat","Scott Peters","scott-peters","Scott",,"Peters",,,"SKAHT PEE-terz","male","white-american","lutheran","no","1958-06-17","2013-01-03","2023-01-03","Scott Peters, a Representative from California; born in Springfield, Clark County, Ohio, June 17, 1958; B.A., Duke University, Durham, N.C., 1980; J.D., New York University, New York, N.Y., 1984; lawyer, private practice; economist, United States Environmental Protection Agency, 1980-1981; deputy attorney, city of San Diego, Calif., 1991-1996; member of the San Diego, Calif., city council, 2000-2008; president of the San Diego, Calif., city council, 2006-2008; commissioner, San Diego unified port district, 2009-2012; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present).","202-225-0508",,"38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://scottpeters.house.gov","https://scottpeters.house.gov/contact","https://facebook.com/scottpeterssandiego","RepScottPeters","https://twitter.com/RepScottPeters","https://cdn.civil.services/us-house/headshots/512x512/scott-peters.jpg"
"California","california","CA","ca","53","false","false","J000305",,,,"H0CA53115",,,,"representative","democrat","Sara Jacobs","sara-jacobs","Sara",,"Jacobs",,,"saw-ruh jey-kubz","female","white-american","jewish","no","1989-02-01","2021-01-03","2023-01-03","Jacobs founded San Diego for Every Child: The Coalition to End Child Poverty in 2018, serving as the organization's chairwoman. She also worked in policy positions at the U.S. State Department, UNICEF, and the United Nations. Jacobs was a policy advisor to Hillary Clinton during the 2016 presidential election. She received a bachelor's degree and a master's in international affairs from Columbia University.","202-225-2040",,"38.8863235","-77.011373","1232 Longworth House Office Building Washington DC 20515-0553","1232",,"Longworth",,,"House Office Building Washington","DC","20515",,"https://sarajacobs.house.gov","https://sarajacobs.house.gov/contact","https://facebook.com/RepSaraJacobs","RepSaraJacobs","https://twitter.com/RepSaraJacobs","https://cdn.civil.services/us-house/headshots/512x512/sara-jacobs.jpg"
"Colorado","colorado","CO","co","1","false","false","D000197","1479","N00006134","561","H6CO01141","214","Q437159","kg:/m/024z95","representative","democrat","Diana DeGette","diana-degette","Diana",,"DeGette",,,"die-ANN-uh duh-GET","female","white-american","presbyterian","no","1957-07-29","1997-01-07","2023-01-03","Diana DeGette, a Representative from Colorado; born in Tachikawa, Japan, July 29, 1957; graduated from South High School, Denver, Colo., 1975; B.A., Colorado College, Colorado Springs, Colo., 1979; J.D., New York University, New York, N.Y., 1982; member of the Colorado state house of representatives, 1992-1996; elected as a Democrat to the One Hundred Fifth and to the ten succeeding Congresses (January 3, 1997-present).","202-225-4431","202-225-5657","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://degette.house.gov","https://degette.house.gov/contact/send-me-an-email","https://facebook.com/DianaDeGette","RepDianaDeGette","https://twitter.com/RepDianaDeGette","https://cdn.civil.services/us-house/headshots/512x512/diana-degette.jpg"
"Colorado","colorado","CO","co","2","false","false","N000191",,"N00041080","151075","H8CO02160",,"Q57242006",,"representative","democrat","Joe Neguse","joe-neguse","Joe",,"Neguse",,,"JOH NI-gyooz","male","white-american","unspecified","no","1984-05-13","2019-01-03","2023-01-03","Joe Neguse is the Democratic representative from Colorado's 2nd Congressional District in the U.S. House. Neguse was elected to the office on November 6, 2018. Neguse was a Democratic candidate for Colorado Secretary of State in the 2014 elections. Joe Neguse lost the general election on November 4, 2014.","202-225-2161",,"38.8871632","-77.0107573","430 Longworth HOB, Washington, DC 20515","430",,"Longworth HOB",,,"Washington","DC","20515",,"https://neguse.house.gov","https://neguse.house.gov/contact","https://facebook.com/joeneguseforcongress","JoeNeguse","https://twitter.com/JoeNeguse","https://cdn.civil.services/us-house/headshots/512x512/joe-neguse.jpg"
"Colorado","colorado","CO","co","3","false","false","B000825",,,,"H0CO03165",,,,"representative","republican","Lauren Boebert","lauren-boebert","Lauren","Opal","Boebert",,,"loh-rin boh-bert","female","white-american","christian","no","1986-12-15","2021-01-03","2023-01-03","Boebert owns and operates the restaurant Shooters Grill in Rifle, Colorado. Boebert's campaign website says that the restaurant 'earned national notoriety for staff that proudly open carry as they serve their customers.'","202-225-4761",,"38.8863235","-77.011373","1609 Longworth House Office Building Washington DC 20515-0603","1609",,"Longworth",,,"House Office Building Washington","DC","20515",,"https://boebert.house.gov","https://boebert.house.gov/contact","https://facebook.com/RepBoebert","RepBoebert","https://twitter.com/RepBoebert","https://cdn.civil.services/us-house/headshots/512x512/lauren-boebert.jpg"
"Colorado","colorado","CO","co","4","false","false","B001297","2233","N00030829","125319","S0CO00237","2075","Q1439421","kg:/m/05zzjd2","representative","republican","Ken Buck","ken-buck","Ken",,"Buck",,,"KEN BUHK","male","white-american","christian","no","1959-02-16","2015-01-06","2023-01-03","Ken Buck, a Representative from Colorado; born in Ossining, Westchester County, N.Y., February 16, 1959; graduated from Ossining High School, Ossining, N.Y., 1977; A.B., Princeton University, Princeton, N.J., 1981; J.D., University of Wyoming, Laramie, Wyo., 1985; business executive; staff, United States House of Representatives Select Committee to Investigate Covert Arms Transactions with Iran, 1986-1987; attorney, United States Department of Justice, 1987-1990; attorney, Office of the United States Attorney, District of Colorado, 1990-2002; Weld County Colorado, district attorney, 2005-2014; unsuccessful candidate for election to the United States Senate in 2010; elected as a Republican to the One Hundred Fourteenth and to the succeeding Congress (January 3, 2015-present).","202-225-4676","202-225-5870","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://buck.house.gov","https://buck.house.gov/contact/email","https://facebook.com/repkenbuck","RepKenBuck","https://twitter.com/RepKenBuck","https://cdn.civil.services/us-house/headshots/512x512/ken-buck.jpg"
"Colorado","colorado","CO","co","5","false","false","L000564","1834","N00028133","2698","H6CO05159","678","Q371106","kg:/m/0fsgdd","representative","republican","Doug Lamborn","doug-lamborn","Doug",,"Lamborn",,,"DUHG LAMB-BORN [equal stress]","male","white-american","christian","no","1954-05-24","2007-01-04","2023-01-03","Doug Lamborn, a Representative from Colorado; born in Leavenworth, Leavenworth County, Kans., May 24, 1954; graduated from Lansing High School, Lansing, Kans.; B.S., University of Kansas, Lawrence, Kans., 1978; J.D., University of Kansas, Lawrence, Kans., 1985; lawyer, private practice; member of the Colorado state house of representatives, 1995-1998; member of the Colorado state senate, 1998-2006, president pro tempore, 1999-2000; elected as a Republican to the One Hundred Tenth and to the five succeeding Congresses (January 3, 2007-present).","202-225-4422","202-226-2638","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://lamborn.house.gov","https://lamborn.house.gov/contact/leave-a-comment.htm","https://facebook.com/CongressmanDougLamborn","RepDLamborn","https://twitter.com/RepDLamborn","https://cdn.civil.services/us-house/headshots/512x512/doug-lamborn.jpg"
"Colorado","colorado","CO","co","6","false","false","C001121",,"N00040876","180218","H8CO06229",,"Q58323071",,"representative","democrat","Jason Crow","jason-crow","Jason",,"Crow",,,"JAY-sen KROH","male","white-american","unspecified","no","1979-03-15","2019-01-03","2023-01-03","Jason Crow is the Democratic representative from Colorado's 6th Congressional District in the U.S. House. Crow was elected to the office on November 6, 2018.","202-225-7882",,"38.8871632","-77.0107573","328 Longworth HOB, Washington, DC 20515","328",,"Longworth HOB",,,"Washington","DC","20515",,"https://crow.house.gov","https://crow.house.gov/contact","https://facebook.com/JasonCrowforCongress","JasonCrowCO6","https://twitter.com/JasonCrowCO6","https://cdn.civil.services/us-house/headshots/512x512/jason-crow.jpg"
"Colorado","colorado","CO","co","7","false","false","P000593","1835","N00027510","2653","H6CO07023","679","Q331507","kg:/m/07n9ns","representative","democrat","Ed Perlmutter","ed-perlmutter","Ed",,"Perlmutter",,,"ED PEARL-mutt-er","male","white-american","methodist","no","1953-05-01","2007-01-04","2023-01-03","Ed Perlmutter, a Representative from Colorado; born in Denver, Jefferson County, Colo., May 1, 1953; graduated from Jefferson High School, Edgewater, Colo., 1971; B.A., University of Colorado, Boulder, Colo., 1975; J.D., University of Colorado, Boulder, Colo., 1978; lawyer, private practice; member of the Colorado state senate, 1995-2003, president pro tempore, 2001-2003; elected as a Democrat to the One Hundred Tenth and to the five succeeding Congresses (January 3, 2007-present).","202-225-2645","202-225-5278","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://perlmutter.house.gov","https://perlmutter.house.gov/contact","https://facebook.com/RepPerlmutter","RepPerlmutter","https://twitter.com/RepPerlmutter","https://cdn.civil.services/us-house/headshots/512x512/ed-perlmutter.jpg"
"Connecticut","connecticut","CT","ct","1","false","false","L000557","1583","N00000575","17188","H8CT01046","334","Q357832","kg:/m/024zl9","representative","democrat","John Larson","john-larson","John","B.","Larson",,,"JAHN LAR-suhn","male","white-american","roman-catholic","no","1948-07-22","1999-01-06","2023-01-03","John Larson, a Representative from Connecticut; born in Hartford, Hartford County, Conn., July 22, 1948; graduated East Hartford High School, Hartford, Conn., 1967; B.A., Central Connecticut University, New Britain, Conn., 1971; member of the East Hartford, Conn., board of education, 1977-1979; member of the East Hartford, Conn., town council, 1979-1983; senior fellow at the Yale Bush Center for Child Development and Social Policy, New Haven, Conn.; teacher; businessman; member of the Connecticut state senate, 1986-1998, president pro tempore of the Connecticut state senate, 1990-1998; elected as a Democrat to the One Hundred Sixth and to the nine succeeding Congresses (January 3, 1999-present); chairman, House Democratic Caucus (One Hundred Eleventh and One Hundred Twelfth Congresses).","202-225-2265","202-225-1031","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://larson.house.gov","https://larson.house.gov/contact/email","https://facebook.com/RepJohnLarson","RepJohnLarson","https://twitter.com/RepJohnLarson","https://cdn.civil.services/us-house/headshots/512x512/john-larson.jpg"
"Connecticut","connecticut","CT","ct","2","false","false","C001069","1836","N00024842","30333","H2CT02112","680","Q434470","kg:/m/0700nd","representative","democrat","Joe Courtney","joe-courtney","Joe",,"Courtney",,,"JOH KORT-nee","male","white-american","roman-catholic","no","1953-04-06","2007-01-04","2023-01-03","Joe Courtney, a Representative from Connecticut; born in West Hartford, Tolland County, Conn., April 6, 1953; B.A., Tufts University, Medford, Mass, 1975; J.D., University of Connecticut, Storrs, Conn., 1978; lawyer, private practice; member of the Connecticut state house of representatives, 1987-1994; elected as a Democrat to the One Hundred Tenth and to the five succeeding Congresses (January 3, 2007-present).","202-225-2076","202-225-4977","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://courtney.house.gov","https://courtney.house.gov/contact/email","https://facebook.com/joecourtney","RepJoeCourtney","https://twitter.com/RepJoeCourtney","https://cdn.civil.services/us-house/headshots/512x512/joe-courtney.jpg"
"Connecticut","connecticut","CT","ct","3","false","false","D000216","281","N00000615","26788","H0CT03072","215","Q434952","kg:/m/024zn0","representative","democrat","Rosa DeLauro","rosa-delauro","Rosa","L.","DeLauro",,,"ROH-zuh duh-LAR-oh","female","white-american","roman-catholic","no","1943-03-02","1991-01-03","2023-01-03","Rosa DeLauro, a Representative from Connecticut; born in New Haven, New Haven County, Conn., March 2, 1943; graduated from Lauralton Hall High School, Milford, Conn.; B.A., Marymount College, Tarrytown, N.Y., 1964; attended the London School of Economics, London, England, 1962-1963; M.A., Columbia University, New York, N.Y., 1966; staff, Mayor Frank Logue of New Haven, Conn., 1976-1977; campaign manager, Mayor Frank Logue, 1978; staff, New Haven, Conn., development administrator, 1977-1979; campaign manager for United States Senator Christopher J. Dodd of Connecticut, 1979-1980; staff, United States Senator Christopher J. Dodd of Connecticut, 1981-1987; executive director, Countdown â€˜87, 1987-1988; executive director, EMILY'S List, 1989-1990; elected as a Democrat to the One Hundred Second and to the thirteen succeeding Congresses (January 3, 1991-present).","202-225-3661","202-225-4890","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://delauro.house.gov","https://delauro.house.gov/contact","https://facebook.com/CongresswomanRosaDeLauro","rosadelauro","https://twitter.com/rosadelauro","https://cdn.civil.services/us-house/headshots/512x512/rosa-delauro.jpg"
"Connecticut","connecticut","CT","ct","4","false","false","H001047","1913","N00029070","106744","H8CT04172","764","Q1689111","kg:/m/03w9x9v","representative","democrat","Jim Himes","jim-himes","Jim",,"Himes",,,"JIM HAHYMZ","male","white-american","presbyterian","no","1966-07-05","2009-01-06","2023-01-03","Jim Himes, a Representative from Connecticut; born in Lima, Peru, July 5, 1966; graduated from Hopewell Valley Central High School, Pennington, N.J.; A.B., Harvard University, Cambridge, Mass., 1988; M. Phil., Oxford University, Oxford, England, 1990; banking executive; non-profit executive; member of the Greenwich, Conn., housing authority, 2003-2006; chairman, 2003-2006; member of the Greenwich, Conn., board of estimate and taxation, 2006-2007; elected as a Democrat to the One Hundred Eleventh and to the four succeeding Congresses (January 3, 2009-present).","202-225-5541","202-225-9629","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://himes.house.gov","https://himes.house.gov/contact-me/email-me","https://facebook.com/CongressmanJimHimes","jahimes","https://twitter.com/jahimes","https://cdn.civil.services/us-house/headshots/512x512/jim-himes.jpg"
"Connecticut","connecticut","CT","ct","5","false","false","H001081",,"N00043421","181744","H8CT05245",,"Q24951316",,"representative","democrat","Jahana Hayes","jahana-hayes","Jahana",,"Hayes",,,"JUH-HAH-nuh HAY-es","female","african-american","unspecified","no","1973-03-08","2019-01-03","2023-01-03","Jahana Hayes is the Democratic representative from Connecticut's 5th Congressional District in the U.S. House. Hayes was elected to the office on November 6, 2018.  In addition to running as a Democratic Party candidate, Hayes also ran with the Working Families Party through cross-filing.","202-225-4476",,"38.8871632","-77.0107573","429 Longworth HOB, Washington, DC 20515","429",,"Longworth HOB",,,"Washington","DC","20515",,"https://hayes.house.gov","https://hayes.house.gov/contact","https://facebook.com/jahanahayesct","jahanahayesct?lang=en","https://twitter.com/jahanahayesct?lang=en","https://cdn.civil.services/us-house/headshots/512x512/jahana-hayes.jpg"
"Delaware","delaware","DE","de",,"true","false","B001303",,"N00038414","173249","H6DE00206","2201","Q26899141",,"representative","democrat","Lisa Blunt Rochester","lisa-blunt-rochester","Lisa",,"Blunt Rochester",,,"LEE-suh BLUNT RAH-chess-ter","female","african-american","unspecified","no","1962-02-10","2017-01-03","2023-01-03","Lisa Blunt Rochester, a Representative from Delaware; born in Philadelphia, Philadelphia County, Pa., February 10, 1962; graduated from Padua Academy, Wilmington, Del., 1980; B.A., Farleigh Dickinson University, Teaneck, N.J., 1985; M.A., University of Delaware, Newark, Del., 2003; staff, United States Representative Thomas Richard Carper of Delaware; deputy secretary, Delaware department of health and social services, 1993-1998; Delaware state secretary of labor, 1998-2001; personnel director, Delaware office of management and budget, 2001-2004; chief executive, Metropolitan Wilmington Urban League, 2004-2007; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-4165",,"38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://bluntrochester.house.gov","https://bluntrochester.house.gov/contact/email","https://facebook.com/LisaBluntRochester","LisaBRochester","https://twitter.com/LisaBRochester","https://cdn.civil.services/us-house/headshots/512x512/lisa-blunt-rochester.jpg"
"Florida","florida","FL","fl","1","false","false","G000578",,"N00039503","117101","H6FL01119","2202","Q16221742","kg:/m/0s8w2_s","representative","republican","Matt Gaetz","matt-gaetz","Matt",,"Gaetz",,,"MATT GAYTS","male","white-american","baptist","no","1982-05-07","2017-01-03","2023-01-03","Matt Gaetz, a Representative from Florida; born in Hollywood, Broward County, Fla., May 7, 1982; graduated from Niceville High School, Niceville, Fla.; B.S., Florida State University, Tallahassee, Fla., 2003; J.D., William & Mary Law School, Williamsburg, VA, 2007; lawyer, private practice; member of the Florida state house of representatives, 2010-2016; elected as a Republican to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-4136","202-225-3414","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://gaetz.house.gov","https://gaetz.house.gov/contact","https://facebook.com/RepresentativeMattGaetz","mattgaetz","https://twitter.com/mattgaetz","https://cdn.civil.services/us-house/headshots/512x512/matt-gaetz.jpg"
"Florida","florida","FL","fl","2","false","false","D000628",,"N00037442","166297","H6FL02208","2203","Q27733851",,"representative","republican","Neal Dunn","neal-dunn","Neal",,"Dunn",,,"NEEL DUHN","male","white-american","unspecified","no","1953-02-16","2017-01-03","2023-01-03","Neal Dunn, a Representative from Florida; born in Boston, Suffolk County, Mass., February 16, 1953; B.S., Washington & Lee University, Lexington, Va.; M.D., George Washington University, Washington, D.C.; United States Army, 1989-2010; urologist; banker; elected as a Republican to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-5235","202-225-5615","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://dunn.house.gov","https://dunn.house.gov/contact","https://facebook.com/drnealdunnfl2","drnealdunnfl2","https://twitter.com/drnealdunnfl2","https://cdn.civil.services/us-house/headshots/512x512/neal-dunn.jpg"
"Florida","florida","FL","fl","3","false","false","C001039",,,,"H0FL03175",,,,"representative","republican","Katherine Cammack","katherine-cammack","Katherine",,"Cammack",,"Kat","cat kah-mik","female","white-american","christian","no","1988-02-16","2021-01-03","2023-01-03","Cammack's professional experience includes working as a small business owner of a marketing firm. She earned an undergraduate degree in international relations from the Metropolitan State University at Denver in 2015 and a master's degree in national defense and strategic studies from the United States Naval War College in 2018.","202-225-5744",,"38.8863235","-77.011373","1626 Longworth House Office Building Washington DC 20515-0903","1626",,"Longworth",,,"House Office Building Washington","DC","20515",,"https://cammack.house.gov","https://cammack.house.gov/contact","https://facebook.com/RepKatCammack","RepKatCammack","https://twitter.com/RepKatCammack","https://cdn.civil.services/us-house/headshots/512x512/katherine-cammack.jpg"
"Florida","florida","FL","fl","4","false","false","R000609",,"N00039777","172542","H6FL04105","2204","Q6256043",,"representative","republican","John Rutherford","john-rutherford","John",,"Rutherford",,,"JAHN RUH-ther-ferd","male","white-american","roman-catholic","no","1952-09-02","2017-01-03","2023-01-03","John Rutherford, a Representative from Florida; born in Omaha, Douglas County, Nebr., September 2, 1952; graduated from Nathan Bedford Forrest High School, Jacksonville, Fla., 1970; attended Jacksonville Junior College, Jacksonville, Fla.; B.S., Florida State University, Tallahassee, Fla., 1974; police officer; director of corrections, city of Jacksonville, Fla., sheriff's office, 1995-2003; sheriff, city of Jacksonville, Fla., 2003-2015; elected as a Republican to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-2501","202-225-2504","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://rutherford.house.gov","https://rutherford.house.gov/contact/email","https://facebook.com/JohnRutherfordFL","JRutherfordFL","https://twitter.com/JRutherfordFL","https://cdn.civil.services/us-house/headshots/512x512/john-rutherford.jpg"
"Florida","florida","FL","fl","5","false","false","L000586",,"N00030642","24263","H0FL02086","2205","Q4723052",,"representative","democrat","Al Lawson","al-lawson","Al",,"Lawson",,,"AL LAW-suhn","male","african-american","episcopalian","no","1948-09-21","2017-01-03","2023-01-03","Al Lawson, a Representative from Florida; born in Midway, Gadsden County, Fla., September 21, 1948; graduated from Havana Northside High School, Havana, Fla., 1966; B.S., Florida Agricultural and Mechanical University, Tallahassee, Fla., 1970; M.S.P.A., Florida State University, Tallahassee, Fla., 1973; business owner; member of the Florida state house of representatives, 1982-2000; member of the Florida state senate, 2000-2010; minority leader, 2008-2010; unsuccessful candidate for Democratic nomination to the One Hundred Twelfth Congress in 2010; unsuccessful candidate for election to the One Hundred Thirteenth Congress in 2012; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-0123","202-225-2256","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://lawson.house.gov","https://lawson.house.gov/contact/email","https://facebook.com/AlLawsonJr","allawsonjr","https://twitter.com/allawsonjr","https://cdn.civil.services/us-house/headshots/512x512/al-lawson.jpg"
"Florida","florida","FL","fl","6","false","false","W000823",,"N00042403","182261","H8FL06148",,"Q55386653",,"representative","republican","Michael Waltz","michael-waltz","Michael",,"Waltz",,,"MY-kel WAWLTS","male","white-american","unspecified","no","1974-01-31","2019-01-03","2023-01-03","Michael Waltz is the Republican representative from Florida's 6th Congressional District in the U.S. House. Waltz was elected to the office on November 6, 2018.","202-225-2706",,"38.8867429","-77.0090084","216 Cannon HOB, Washington, DC 20515","216",,"Cannon HOB",,,"Washington","DC","20515",,"https://waltz.house.gov","https://waltz.house.gov/contact","https://facebook.com/Michael.G.Waltz.CandidateforCongressFL6","michaelgwaltz","https://twitter.com/michaelgwaltz","https://cdn.civil.services/us-house/headshots/512x512/michael-waltz.jpg"
"Florida","florida","FL","fl","7","false","false","M001202",,"N00040133","173426","H6FL07140","2206","Q27804538",,"representative","democrat","Stephanie Murphy","stephanie-murphy","Stephanie",,"Murphy",,,"STEFF-uh-nee MUR-fee","female","asian-american","unspecified","no","1978-09-16","2017-01-03","2023-01-03","Stephanie Murphy, a Representative from Florida; born in Ho Chi Minh City, Vietnam, September 16, 1978; B.A., College of William and Mary, Williamsburg, Va., 2000; M.S.F.S., Georgetown University, Washington, D.C., 2004; consultant; businesswoman; foreign affairs specialist, United States Department of Defense, 2004-2008; faculty, Rollins College, Winter Park, Fla., 2014-2016; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-4035","202-226-0821","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://stephaniemurphy.house.gov","https://stephaniemurphy.house.gov/contact","https://facebook.com/SMurphyCongress","SMurphyCongress","https://twitter.com/SMurphyCongress","https://cdn.civil.services/us-house/headshots/512x512/stephanie-murphy.jpg"
"Florida","florida","FL","fl","8","false","false","P000599","1915","N00029662","24280","H8FL15107","791","Q862373","kg:/m/0281vxy","representative","republican","Bill Posey","bill-posey","Bill",,"Posey",,,"BILL POH-zee","male","white-american","methodist","no","1947-12-18","2009-01-06","2023-01-03","Bill Posey, a Representative from Florida; born in Washington, D.C., December 18, 1947; graduated from Cocoa High School, Cocoa, Fla., 1966; A.A., Brevard Junior College (now Brevard Community College), Cocoa, Fla., 1969; realtor; member of the Rockledge, Fla., city council, 1976-1986; member of the Florida state house of representatives, 1992-2000; member of the Florida state senate, 2000-2008; elected as a Republican to the One Hundred Eleventh and to the four succeeding Congresses (January 3, 2009-present).","202-225-3671","202-225-3516","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://posey.house.gov","https://posey.house.gov/forms/writeyourrep","https://facebook.com/Congressman-Bill-Posey-101464786703","congbillposey","https://twitter.com/congbillposey","https://cdn.civil.services/us-house/headshots/512x512/bill-posey.jpg"
"Florida","florida","FL","fl","9","false","false","S001200",,"N00037422","67618","H6FL09179","2207","Q5225162",,"representative","democrat","Darren Soto","darren-soto","Darren",,"Soto",,,"DAIR-ren SOH-toh","male","hispanic-american","roman-catholic","no","1978-02-25","2017-01-03","2023-01-03","Darren Soto, a Representative from Florida; born in Ringwood, Passaic County, N.J., February 25, 1978; B.A., Rutgers College, New Brunswick , N.J., 2000; J.D., George Washington University, Washington, D.C., 2004; lawyer, private practice; financial analyst; member of the Florida state house of representatives, 2007-2012; member of the Florida state senate, 2012-2016; deputy minority whip, 2012-2014; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-9889","202-225-9742","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://soto.house.gov","https://soto.house.gov/contact/email","https://facebook.com/DarrenSotoFlorida","USRepDarrenSoto","https://twitter.com/USRepDarrenSoto","https://cdn.civil.services/us-house/headshots/512x512/darren-soto.jpg"
